week,title,url,thumbnail,author,summary,genre,age,company
수요일,국제결혼 절대로 하지 마라,https://www.lezhin.com/ko/comic/never_marry_a_foreigner,https://ccdn.lezhin.com/v2/comics/6631616049119232/images/wide.webp?updated=1620639265279&width=277,쑤,"""미국에도 동양인 많이 살고 좋은 곳도 많은데...나는 왜 이런 곳으로 와버린걸까?
이럴 거면 국제 결혼 하지 말 걸 그랬어!""
남친에서 남편이 된 롯과 함께 미국으로 향한 쑤. 뉴욕과 캘리포니아만 알던 '쑤'의 미국 생활기가 지금 시작됩니다.",일상,15세 이용가,레진코믹스
수요일,차린 건 없지만,https://www.lezhin.com/ko/comic/meal,https://ccdn.lezhin.com/v2/comics/5186358298083328/images/wide.webp?updated=1623812652354&width=277,심모람,차린 건 없지만 자꾸만 보게 되는 어느 만화가의 식탁.,일상,전체 이용가,레진코믹스
수요일,풀스 리마스터,https://www.lezhin.com/ko/comic/fools_re,https://ccdn.lezhin.com/v2/comics/6522308882137088/images/wide.webp?updated=1593658906250&width=277,박담 / 글: 영하,"남과 엮이지 않으며 무난한 대학 생활을 해 오던 은기. 어느 날 우연히 마주한 후배 정우의 비밀.
잊으면 그만인데 왜 이렇게 신경이 쓰일까? <러브 오어 헤이트>로 최고 인기를 누리는 영하, 박담 작가의 숨은 명작이 컬러풀한 모습으로 새단장했다!",BL,전체 이용가,레진코믹스
수요일,바람,https://www.lezhin.com/ko/comic/wind,https://ccdn.lezhin.com/v2/comics/6400253992501248/images/wide.webp?updated=1623208082710&width=277,반메,"이세계의 경계와 존재를 인지하는 지상계의 생명들. 그 중 인간을 도사, 축생을 요괴라 부른다. 인간 도사 제철, 여우 요괴 문수, 그리고 돗가비 납은 각자의 바람과 운명을 지니고 저승문으로의 여정을 떠나는데... 제3회 세계만화공모전 대상 수상작 <바람>, 드디어 그 기나긴 여정이 시작됩니다.",판타지,15세 이용가,레진코믹스
수요일,주인의 사정[개정판],https://www.lezhin.com/ko/comic/jooin_15,https://ccdn.lezhin.com/v2/comics/5669970438848512/images/wide.webp?updated=1622447561600&width=277,WAJE / 글: 찐밤,"해당 작품은 <주인의 사정> 성인 버전의 일부 장면을 수정한 개정판입니다. 평범하게 살아온 나, 임주인. 평생 그렇게 평범할 줄 알았는데 갑자기 고야휘라는 성격 나빠 보이는 선배가 나더러 방충망 역할을 하란다. 뭐야? 근데 거절을 못 하겠네. 혹시 나 얼빠였나? 그게 끝인 줄 알았는데, 웬 미친놈이 나한테 주인님이라고 엉겨 붙는다. 근데… 얘도 잘 생겼네… 하, 나 정말 괜찮은 걸까?",BL,15세 이용가,레진코믹스
수요일,니 친구 김저키,https://www.lezhin.com/ko/comic/kimjerky,https://ccdn.lezhin.com/v2/comics/5118126189576192/images/wide.webp?updated=1626418674284&width=277,김저키,악마에게 항문을 판 블록버스터 일상툰,일상,15세 이용가,레진코믹스
수요일,Teach Me!,https://www.lezhin.com/ko/comic/teachme,https://ccdn.lezhin.com/v2/comics/5411508990312448/images/wide.webp?updated=1592382278701&width=277,뉴라,"삼수생 재홍은 층수를 착각해 잘못 찾아온 윗집 명문대생 은성을 새로운 과외선생님으로 알고 수업을 받는다. 은성이 장난친 것을 알게 되었지만 자기와 생각보다 잘 맞았던 은성에게 재홍은 진지하게 자신을 가르쳐줄 것을 권유하게 된다. ""...저기 과외 해보실래요?"" 제4회 세계만화공모전 우수상 수상작!",BL,15세 이용가,레진코믹스
수요일,4와 2분의 1 정거장,https://www.lezhin.com/ko/comic/station,https://ccdn.lezhin.com/v2/comics/6444206006337536/images/wide.webp?updated=1589875286935&width=277,팀만나,인생에 누구나 한번은 온다는 '인기가 많은 시기'가 온 것일까? 밋밋하고 평범한 주원의 인생에 네 명의 매력적인 남자가 다가온다. 과연 주원은 이 매력적인 남자들 중 단 한 명만 선택할 수 있을까? ㅡ<당신을 바라보는 건 너무 힘들어!> 팀 만나 작가의 신작!,BL,전체 이용가,레진코믹스
수요일,1미터 사이,https://www.lezhin.com/ko/comic/1m,https://ccdn.lezhin.com/v2/comics/5950656923107328/images/wide.webp?updated=1623576754197&width=277,김병관 / 글: 이은정,"어느 날 공부밖에 모르는 전교 1등 모범생 단우가 말한다. “호수와 짝을 하고 싶습니다.” 강렬한 그 말. 외모, 성적 모든 게 완벽한 남자애가 자신에게 다가온다. 모든 상황이 영 어색한 호수. 인생승리라며 친구들은 축하해주는데, 아무리 생각해도 이 남자애가 수상하다. “넌 부족한 것도 아닌데, 왜 내 옆에 있으려고 해? 날 좋아하는 것도 아니잖아?” 의문투성이의 시선으로 봐도 단우는 같은 말만 되풀이 한다. “내 곁에 있어줘.” “1미터 사이에만 있으면 돼.” 그저 자신의 옆에서 안심한 듯 공부에 열중하는 단우. 완벽해 보였던 그와의 학교 생활은 호수가 전혀 생각하지 못했던 방향으로 흘러간다.",로맨스,15세 이용가,레진코믹스
수요일,비 갠 뒤 우리들을 따라,https://www.lezhin.com/ko/comic/aftertherain,https://ccdn.lezhin.com/v2/comics/5784277577433088/images/wide.webp?updated=1614067162182&width=277,라쿠타 쇼코,"상처 받는 것이 두려워 관계 맺기를 거부하며 철저히 솔로 라이프를 영위하는 카나데. 어느 날 우연히 학창시절 짝사랑 상대였던 마시로와 재회하게 되고 카나데는 크게 흔들린다. 마시로의 적극적인 관심에도 카나데는 어째선지 좀처럼 마음을 열지 못하는데...
라쿠타 쇼코 작가의 물빛 감성 BL 신작!!",BL,15세 이용가,레진코믹스
수요일,살맛 : 전생에 나라를 구했습니다[개정판],https://www.lezhin.com/ko/comic/salmat_15,https://ccdn.lezhin.com/v2/comics/5420909429325824/images/wide.webp?updated=1620722669455&width=277,스튜디오 스텔라즈,"해당 작품은 <살맛 : 전생에 나라를 구했습니다> 성인 버전의 일부 장면을 수정한 개정판입니다. 명문대 교수의 비서로 매일 야근에 시달리는 모태솔로 ""채이""는 급작스런 교수의 호출로 공항에 도착한다. 그런데 갑자기 헐리웃 스타가 내게 키..키스를? 그것도 모자라 중동의 대부호에게 납치까지..! 갑자기 주위에 온통 미남들이라니... 나, 전생에 나라라도 구했나? <엄마의 남자> 스튜디오 스텔라즈의 로맨스 신작.",로맨스,15세 이용가,레진코믹스
수요일,삐딱한 기억 사전,https://www.lezhin.com/ko/comic/crooked_pedia,https://ccdn.lezhin.com/v2/comics/5487399481769984/images/wide.webp?updated=1566873007610&width=277,김팍새,"친구가 내 앞에서 자살하려 한다면 어떻게 해야할까?'
지난 날의 우울을 모아 만든 기억 사전.
나, 여기에서, 살아남을 수 있을까?
ㅡ 삶에 이리저리 치이며 무너지지 않게 힘겹게 버티고 있거나, 어쩔 수 없이 무너져버린 나를 보살피고 있는, 혹은 그 누구에게나 공감이 될 수 있는 이야기. 지금 시작합니다.",일상,15세 이용가,레진코믹스
수요일,꽃점 봐 드립니다,https://www.lezhin.com/ko/comic/flowertaro,https://ccdn.lezhin.com/v2/comics/6128037428264960/images/wide.webp?updated=1627355637741&width=277,주은,"무당할머니에게 물려받은 꽃점 카드로 사람들의 점을 봐주던 승연에게 신기한 능력이 생긴다.
그 능력으로 금방 유명세를 타게 되지만
이를 질투한 '검은 실'의 등장으로 곧 위기에 빠지게 되고,
그런 그녀 앞에 한 남자가 나타나는데...
꽃점 보는 여자와 퇴마사 남자의 이색적인 로맨스",드라마,15세 이용가,레진코믹스
수요일,배달부들,https://www.lezhin.com/ko/comic/qr,https://ccdn.lezhin.com/v2/comics/4865266188943360/images/wide.webp?updated=1591867572794&width=277,우주,"차라리 죽었으면 싶던 날이었다. 시간도 없고, 돈도 없고, 없는 것 투성이인 인생, 아버지는 혁이 어렵게 모은 돈과 함께 사라졌다. 집안에 남아있던 유일한 단서는 QR코드뿐... 혁은 매일 밤, 사라지기 전 아버지가 함께 있던 여자와 또다른 QR코드를 찾아 헤맨다.",드라마,15세 이용가,레진코믹스
수요일,한여름 밤의 꿈,https://www.lezhin.com/ko/comic/midsummer,https://ccdn.lezhin.com/v2/comics/5600310336225280/images/wide.webp?updated=1605597585294&width=277,룡키 / 글: 박연조 / 그림: 재재,군위군 다례재에 참석한 서준은 만파식적의 힘에 이끌려 고려시대로 가게 된다. 일연스님의 부탁을 받은 서준은 나라를 구하기 위해 도깨비 비형랑과 여행을 떠나는데...,판타지,전체 이용가,레진코믹스
수요일,바리데기 별자국,https://www.lezhin.com/ko/comic/baridegi,https://ccdn.lezhin.com/v2/comics/4520271553298432/images/wide.webp?updated=1606039362604&width=277,김보통,도깨비들이 훔쳐간 북두칠성을 찾기 위해 바리데기는 요괴 조마구와 여행을 떠난다. 바리데기는 전국 곳곳의 문화 유적지에서 마주친 요괴와 사람들을 도우며 별들과 소중한 삶의 가치를 되찾는다.,판타지,전체 이용가,레진코믹스
목요일,바퀴멘터리,https://www.lezhin.com/ko/comic/baquimentary,https://ccdn.lezhin.com/v2/comics/6185833387393024/images/wide.webp?updated=1626417739320&width=277,박바퀴,제가 이러고 삽니다.,일상,15세 이용가,레진코믹스
목요일,바나나툰,https://www.lezhin.com/ko/comic/bananatoon,https://ccdn.lezhin.com/v2/comics/6551967191793664/images/wide.webp?updated=1626417543711&width=277,와나나,친구 잘 팔아먹는 만화. 아버지가 극찬하신(?) 만화. 즐거운 와나나의 일상을 바나나 껍질 벗기듯 낱낱이 까보는 만화.,일상,15세 이용가,레진코믹스
목요일,히어로즈 플랜비,https://www.lezhin.com/ko/comic/planb,https://ccdn.lezhin.com/v2/comics/312/images/wide.webp?updated=1632989104931&width=277,인디고,인디고 작가의 틴에이저 히어로물 [내츄럴스]가 본격적인 스케일로 다시 돌아왔다.,액션,15세 이용가,레진코믹스
목요일,이름 없는 가게,https://www.lezhin.com/ko/comic/noname_shop,https://ccdn.lezhin.com/v2/comics/5967542155214848/images/wide.webp?updated=1620200123330&width=277,하몽,"원하는 물건은 뭐든 구해주는 가게? 그러나 그 물건을 사용하는 데는 엄청난 대가가 따른다. 때로는 행복을, 때로는 파멸을 부르는 영력이 담긴 물건들을 다루는 수수께끼의 가게, 그리고 더욱 미스터리한 주인의 정체는 무엇인가!",판타지,15세 이용가,레진코믹스
목요일,집사랑,https://www.lezhin.com/ko/comic/butlove,https://ccdn.lezhin.com/v2/comics/6456906317627392/images/wide.webp?updated=1616658775125&width=277,김첨지,"「<박배우X김남팬> 김첨지 작가의 화제의 기대 신작!」
오로지 남자 집사들만 고용되는 대저택에서 벌어지는 우당탕탕 좌충우돌 해프닝들!!
살짝 까칠하지만 프로페셔널한 집사장 후보 아서, 그리고 그런 아서만을 바라보는 라이언과 당돌한 야망의 소유자 막내 올리버까지..! 이 셋을 포함한 개성 강하고 매력적인 8명의 집사가 주인님을 모시기 위한 노력들을 지켜봐 주세요.",BL,전체 이용가,레진코믹스
목요일,꼴데툰 2021,https://www.lezhin.com/ko/comic/ggtoon2021,https://ccdn.lezhin.com/v2/comics/6690294575988736/images/wide.webp?updated=1630634519726&width=277,샤다라빠,"지난 몇 년 간 꿇었던 건 추신수 아니 추진력을 얻기 위함이었다!
보고 있는가, 추신수.. 여기 자네보다 뛰어난 인재가 있네. 무려 둘이나..
투타를 책임질 김진욱과 나승엽은 꼴데의 환장 대모험(?)을
아름다운 역사로 바꿔줄 것인가..!
올해도 주6회 등판하는 웹툰계 슈퍼 세이브 야구만화!",개그,15세 이용가,레진코믹스
목요일,방과후에 3,https://www.lezhin.com/ko/comic/afterschool3,https://ccdn.lezhin.com/v2/comics/6657732865032192/images/wide.webp?updated=1562121396450&width=277,권골수,"<방과후에> 3부작 대망의 마지막 시리즈! 더 커진 스케일과 갈등. 그리고 뒤늦게 밝혀지는 진실들.. 그는 정말 돌이킬 수 없는 짓을 저질렀을까?
ㅡ 친구들이 살해당하고 위험한 상황 속에서도 침착하게 살인범을 잡아왔던 준휘.
그러나 너무 깊이 관여해 버린 걸까? 살인범들의 조직이 그의 영리함을 주시하게 되면서,
' 자신도 언젠가 그들처럼 되어버릴까 봐. ' 불안에 사로잡히고 마는데..
...이야기는 아무도 없는 폐건물에서 두 달간의 기억이 사라진 상태로 깨며 시작한다.",미스터리,15세 이용가,레진코믹스
목요일,아이싱,https://www.lezhin.com/ko/comic/icing,https://ccdn.lezhin.com/v2/comics/6550274492923904/images/wide.webp?updated=1632894136973&width=277,스튜디오 웨이브,"건물주가 되려면 대학에 가야 한다고요?!'
막장 인생 살던 18살 혁수 인생에 전환점이 찾아온다!
대학을 가기 위해 일진 싸움 방송도 접고 다짜고짜 '싸움꾼'으로서 하키를 하라는데,
하나부터 열까지 쉽게 풀리는 일이 하나도 없다!",액션,전체 이용가,레진코믹스
목요일,구최애로부터 비밀을 사수하라!,https://www.lezhin.com/ko/comic/exonepick,https://ccdn.lezhin.com/v2/comics/6430096279011328/images/wide.webp?updated=1625537303392&width=277,네치 / 글: 선마,"과거 아이돌 팬픽 작가로 꽤 유명했던 '민아'는 자신의 글 쓰는 능력을 갈고 닦아 비엘 소설 작가로 데뷔하여 성공한다.
그러던 어느 날 자신이 덕질했던 아이돌 '류우빈'이 일반인이 되어 본인의 담당 편집자로 나타난다.
졸지에 덕밍하게 생긴 민아는 그 사실을 감추려 노력하지만, 누군가의 폭로로 인해 자신이 우빈의 극성팬이였던 걸 들키게 되는데...?! 염원하던 아이돌과의 만남은 과연 악연일지, 필연일지?!!",로맨스,전체 이용가,레진코믹스
목요일,일어나서 사랑을 시작해,https://www.lezhin.com/ko/comic/wake_up,https://ccdn.lezhin.com/v2/comics/5099211312922624/images/wide.webp?updated=1591409629650&width=277,토너진,"호모포비아로 알려진 유명 배우 권태호, 불의의 사고로 의식불명이 되고 만다.
이후 그가 눈을 뜬 곳은 50년이라는 시간이 지난 후, 미국의 병원.
받아들이기 힘든 현실에 혼란스러워하는 태호 앞에 남제영이 등장한다.
제영은 태호를 좋아했지만 태호가 호모포비아라는 것을 알고 마음을 숨기며 다가가는데...
ㅡ 호모포비아인 권태호와 그를 좋아하는 남제영의 아슬아슬한 동거 생활!",BL,15세 이용가,레진코믹스
목요일,소년이 소년에게,https://www.lezhin.com/ko/comic/dear_boy,https://ccdn.lezhin.com/v2/comics/6402044966010880/images/wide.webp?updated=1614758422564&width=277,엠제이,"한평생 게이임을 부정해왔던 68세의 노인 권승태는 일기장을 통해 19살의 나와 대화를 나누게 되는데..
이 말도 안 되는 상황을 이용해 과거를 바꾸려고 미래를 알려주기 시작한다.
ㅡ감동적인 스토리텔링으로 유명한<어바웃 제인> 엠제이 작가님의 신작 BL!",BL,15세 이용가,레진코믹스
목요일,돌아올 땐 해일같이,https://www.lezhin.com/ko/comic/likeatsunami,https://ccdn.lezhin.com/v2/comics/5742475241193472/images/wide.webp?updated=1601537445354&width=277,티오비,"어리숙하지만 정직한 '이호진'은 악마 같은 '김정윤'에게 괴롭힘 당하는 친구를 구하다가 끔찍한 왕따를 당하게된다.
반복되는 폭력 속에 점점 망가져가는 호진. 하지만 작은 물결도 폭풍을 건너면 해일이 되는 법. 과연 호진은 정윤을 이기고 평범했던 일상을 되찾을 수 있을까?",액션,15세 이용가,레진코믹스
목요일,헌터의 약혼자로 살아남기,https://www.lezhin.com/ko/comic/hunterlover,https://ccdn.lezhin.com/v2/comics/6561586036146176/images/wide.webp?updated=1610939554332&width=277,하 / 그림: 은나,악명 높은 ‘뱀파이어 헌터’ 여주 맥시에게 잡힌 여린 초식남 뱀파이어 루이의 목숨을 건 판타지 ‘생존’ 로맨스,로맨스,15세 이용가,레진코믹스
목요일,아르카나 판타지,https://www.lezhin.com/ko/comic/arcana_fantasy,https://ccdn.lezhin.com/v2/comics/6657233319231488/images/wide.webp?updated=1609317014305&width=277,희 / 그림: 포엠,온 세상을 장악한 모바일 게임 아르카나판타지. 하지만 이 게임에 접속한 플레이어는 게임 속에 의식이 갇혀버리고 만다. 수많은 피해자들은 흐릿해진 현실과 가상의 경계 속에서 탈출할 수 있을 것인가? 주인공 윤의 파란만장한 이 세계 모험 성장기. 제4회 세계만화공모전 우수상 수상작!,판타지,15세 이용가,레진코믹스
목요일,보름달 식당,https://www.lezhin.com/ko/comic/kimbotong_fullmoon,https://ccdn.lezhin.com/v2/comics/5873525665628160/images/wide.webp?updated=1583219994404&width=277,김보통,"오늘도 지친 당신에게 필요한 건?
맛있는 밥 한 그릇을 들고 오늘도 보름달식당이 찾아갑니다.",드라마,전체 이용가,레진코믹스
목요일,전설의 과학도들,https://www.lezhin.com/ko/comic/kimbotong_wabtoon,https://ccdn.lezhin.com/v2/comics/5914872409817088/images/wide.webp?updated=1583219953381&width=277,김보통,"과학 인재 양성의 메카 카이스트. 이곳에 초자연적인 현상을 탐구하는 오컬트부가 있다?
폐부를 막기 위해 평범한 동아리로 위장한 오컬트부는 뜻하지 않게 '재난로봇대회'에 출전하게 되는데...천동설을 믿고 점괘와 부적을 신봉하는 그들이 제대로 된 로봇을 만들 수 있을까?
수호령 뽀삐와 함께하는 오컬트부의 좌충우돌 대회 참전기.",드라마,전체 이용가,레진코믹스
금요일,레바툰,https://www.lezhin.com/ko/comic/revatoon,https://ccdn.lezhin.com/v2/comics/260/images/wide.webp?updated=1626417228107&width=277,레바,본격 나사 빠진 유해불건전장르불문개그만화.,일상,15세 이용가,레진코믹스
금요일,매드 독,https://www.lezhin.com/ko/comic/mad_dog,https://ccdn.lezhin.com/v2/comics/5290374773145600/images/wide.webp?updated=1623905875183&width=277,하리보,조폭이라는 집안 내력으로 ‘평범한’ 일상에 집착하는 하민. 어느 날 하민이 적대 세력에 납치를 당하는 사건이 벌어지자 그의 아버지는 그 옆에 세혁을 붙여 준다. 그런데 튀어도 너무 튀는 세혁. 평범하고 싶은 하민의 일상에 세혁이라는 강렬한 파문이 일기 시작한다.,BL,15세 이용가,레진코믹스
금요일,삼국지 가후전 R,https://www.lezhin.com/ko/comic/gahu_r,https://ccdn.lezhin.com/v2/comics/4609020734078976/images/wide.webp?updated=1565590876343&width=277,사토끼 / 그림: 입개,"여러 주인을 바꿔 섬겼고, 음흉한 계책에 거리낌이 없었다. 인간의 마음에 의심을 심는 난세의 책략가이자, 전쟁에서 단 한 번도 패하지 않은 자… 그의 이름은 바로 가후. 마사토끼X입개 콤비로 새롭게 만들어지는 진짜 가후전, 그 단단한 재기동!",드라마,전체 이용가,레진코믹스
금요일,바퀴멘터리,https://www.lezhin.com/ko/comic/baquimentary,https://ccdn.lezhin.com/v2/comics/6185833387393024/images/wide.webp?updated=1626417739320&width=277,박바퀴,제가 이러고 삽니다.,일상,15세 이용가,레진코믹스
금요일,나는 너의 귀여운 카피캣!,https://www.lezhin.com/ko/comic/copycat,https://ccdn.lezhin.com/v2/comics/5305536612728832/images/wide.webp?updated=1617246605493&width=277,마롭-믹,"편입생 염세민은 복학 첫날 회화 수업에서 자신이 염탐해 온 John(조요한)과 마주치게 된다. 기쁨과 동시에 양심의 가책을 느낀 세민은 더 이상 요한과 엮이지 않길 바라지만, 그의 바람이 무색하게 요한은 세민에게 접근해 오는데… 조요한을 따라하는 “카피캣” 염세민의 아슬아슬한 3학년 2학기!",BL,15세 이용가,레진코믹스
금요일,친하게 지내자,https://www.lezhin.com/ko/comic/together,https://ccdn.lezhin.com/v2/comics/4807559635271680/images/wide.webp?updated=1626417745647&width=277,영일,"1인용 삶을 추구하며 살아온 로맨스 소설가 한수씨. 그런 한수씨의 삶에 불쑥 나타난, 시크한 매력 가득한 조카 모나. 철없는 삼촌과 애어른 조카의 기묘한 동거가 시작되었다. 두 사람 사이는 언제 쯤 가까워질까요? 한수씨, 모나, 그리고 매..매력만점 이웃들과 함께 오늘도 내일도 <친하게 지내자>!",일상,15세 이용가,레진코믹스
금요일,하루종일 조아영,https://www.lezhin.com/ko/comic/joayoung,https://ccdn.lezhin.com/v2/comics/4537933260652544/images/wide.webp?updated=1626418562198&width=277,김맹,201동 202호에는 무뚝뚝하지만 다정한 오빠와 언제나 해맑은 아영이가 삽니다. 귀여운 남매와 엉뚱한 이웃들의 유쾌한 하루하루! 오늘도 아영이와 [하루종일 조아영]♡,일상,15세 이용가,레진코믹스
금요일,나와 호랑이님,https://www.lezhin.com/ko/comic/mylovetiger,https://ccdn.lezhin.com/v2/comics/277/images/wide.webp?updated=1630476579301&width=277,윤재호 / 원작: 카넬,평범한 학생이었던 성훈은 어느날 자신이 환웅에게 선택받지 못한 호랑이 요괴와 결혼을 하지 않으면 온세상이 요괴로 덮히게 된다는 것을 듣게 되고.. 미소녀로 변한 호랑이와의 기묘한 동거가 시작된다.,판타지,15세 이용가,레진코믹스
금요일,블랙보이,https://www.lezhin.com/ko/comic/blackboy,https://ccdn.lezhin.com/v2/comics/235/images/wide.webp?updated=1533904309733&width=277,노커,블랙보이와 한스 그리고 카이드락. 용사와 마왕의 불안한 우정 .'어나더월드' 노커 작가의 또 다른 다크 판타지!,판타지,15세 이용가,레진코믹스
금요일,라온의 남자,https://www.lezhin.com/ko/comic/raon,https://ccdn.lezhin.com/v2/comics/6430757328846848/images/wide.webp?updated=1632551241738&width=277,릴리,"학창시절 짝사랑했던 라온과 재회한 서우.
내성적인 성격 탓에 쌍둥이 제우에게 대역 플러팅을 부탁한다.
그러나, 관심 없던 제우도 어느새 라온에게 빠져드는데...
달달한 짝사랑에서 시작된 불꽃 튀는 삼각관계.
라온의 마음을 두드릴 사람은 누구?
<2반 이희수> 릴리 작가의 선물 같은 작품!",BL,15세 이용가,레진코믹스
금요일,천사의 용도,https://www.lezhin.com/ko/comic/angelsuse,https://ccdn.lezhin.com/v2/comics/5892678096060416/images/wide.webp?updated=1586748326828&width=277,공사,"21세기에 악마를 소환한다는 미친놈들에게 납치당했다.
다행히 제물로 바쳐질뻔한 위기의 순간, 벽이 부서지며 얼굴이 ""천사""같은 남자가 등장!
...그런데 저 구해주러 온 거 아닌가요? 왜 나를 향해 칼을 드는 거죠…?",로맨스,전체 이용가,레진코믹스
금요일,꼴데툰 2021,https://www.lezhin.com/ko/comic/ggtoon2021,https://ccdn.lezhin.com/v2/comics/6690294575988736/images/wide.webp?updated=1630634519726&width=277,샤다라빠,"지난 몇 년 간 꿇었던 건 추신수 아니 추진력을 얻기 위함이었다!
보고 있는가, 추신수.. 여기 자네보다 뛰어난 인재가 있네. 무려 둘이나..
투타를 책임질 김진욱과 나승엽은 꼴데의 환장 대모험(?)을
아름다운 역사로 바꿔줄 것인가..!
올해도 주6회 등판하는 웹툰계 슈퍼 세이브 야구만화!",개그,15세 이용가,레진코믹스
금요일,A와 B의 초상,https://www.lezhin.com/ko/comic/portrait,https://ccdn.lezhin.com/v2/comics/6735413248917504/images/wide.webp?updated=1630634675848&width=277,두긍,"어떤 저택의 괴기한 소문이 흐르는 마을. 그 속의 평범한 남고생 윤A는 갑작스러운 편지 한 통으로 이별통보를 받게 된다. 그 속내와 본심을 알기 위해 (전)여자친구의 흔적을 더듬어가는 와중, 조금은 어둡고 이상한 도서부원 신B와 친해지게 되는데... 제1회 레진코믹스 BL 공모전 대상 수상작!",BL,15세 이용가,레진코믹스
금요일,2주간 재워주세요,https://www.lezhin.com/ko/comic/2weeks,https://ccdn.lezhin.com/v2/comics/5053488885465088/images/wide.webp?updated=1623812634670&width=277,은하이,"""아저씨, 저 좀 재워주세요.""
얼떨결에 19세 가출 소녀(?)와 동거를 하게 된 김기범.
그의 목표는 ""내보낸다. 내일은 무슨 일이 있어도 기필코 내보낸다!!!!""
ㅡ당돌한 가출 소녀 유수현과 오지라퍼 대학생 김기범.
서로를 알아가는 2주, 그 사이에 벌어지는 말랑따뜻한 이야기가 시작됩니다!!",드라마,15세 이용가,레진코믹스
금요일,조만국박람회,https://www.lezhin.com/ko/comic/expo,https://ccdn.lezhin.com/v2/comics/5275168827310080/images/wide.webp?updated=1626417570580&width=277,조만국,"조만국 : 일상툰 하겠습니다.
PD : 오
조만국 : 하지만 제 일상은 비밀입니다.
PD : ?
조만국 : 저는 여러분께 제 일상을 공유할 생각이 없습니다.
PD : ?!!
원고를 읽고 킹받은 담당PD가 퇴사까지 고민하게 만든, 조만국 작가의 신비주의 일상툰!",일상,15세 이용가,레진코믹스
금요일,에로만화부!,https://www.lezhin.com/ko/comic/eroticomic_club,https://ccdn.lezhin.com/v2/comics/5089653580955648/images/wide.webp?updated=1626417731734&width=277,Canaria / 글: 공란,"에로만화부라 해서 오해할 수 있는데 그 오해가 맞다!!
에로만화를 숭배하는 부장 상열과 에로만화 제외 모든 만화를 좋아하는 선정.
그리고 부의 존속을 위해 모여드는 개성 강한 부원들이 함께 만들어가는
학원 ""러브"" 코미디 에로만화부!",학원,15세 이용가,레진코믹스
금요일,사랑이라 하기엔 기분 나빠,https://www.lezhin.com/ko/comic/hard_to_say_love,https://ccdn.lezhin.com/v2/comics/4511761836933120/images/wide.webp?updated=1629966790809&width=277,모구스,"묘한 사건으로 여동생의 친구인 여고생 아리마 이치카와 만난,
바람둥이에 고스펙인 아마쿠사 료는 그녀에게 광적으로 (짝)사랑을 하게된다.
한편, 그의 전력투구로 퍼붓는 대시를 일관되게 기분 나빠하는 이치카는
료에게 비난을 날리지만, 료는 꿈쩍도 하지 않는데….",로맨스,15세 이용가,레진코믹스
금요일,황룡전 [개정판],https://www.lezhin.com/ko/comic/hwangryong_15,https://ccdn.lezhin.com/v2/comics/5510340547772416/images/wide.webp?updated=1590658886357&width=277,오늘만 사는 형제,"[개정판]
해당 작품은 <황룡전>성인 버전의 일부 장면을 수정한 개정판입니다.
도진의 유일한 가족인 누나와 소중한 보물인 그녀의 딸 명주. 명주의 생일 날 집에 돌아가던 도중 불의의 사고를 당한 도진은 유국이라 불리는 세계에서 눈을 뜬다. ㅡ도진을 황제라고 부르는 사람들 그리고 도진을 지키기 위해 이 세계로 불러드린 황룡. 황룡은 도진에게 황제가 되어 '정기'를 나눠 준다면 원래 있던 세계로 보내준다고 말하는데…",BL,15세 이용가,레진코믹스
금요일,마들레느가 9번지,https://www.lezhin.com/ko/comic/m_street_no9,https://ccdn.lezhin.com/v2/comics/6/images/wide.webp?updated=1630489750655&width=277,진혜리,"어느 날 갑자기 유럽의 동네 제과점에서 일하게 된다면? 행동파 모건 부인, 쿨한 파티쉐 비숍, 아르바이트 겸 작가 지망생 줄리가 꾸려나가는 작은 제과점 이야기.",드라마,15세 이용가,레진코믹스
금요일,제 3 경호팀,https://www.lezhin.com/ko/comic/3rd_security,https://ccdn.lezhin.com/v2/comics/185/images/wide.webp?updated=1630634180700&width=277,카리보,최고의 경호팀에 예사롭지 않은 신참이 들어왔다. 생사를 넘나드는 치열한 현장에서 겪는 경호팀의 활약상.,액션,15세 이용가,레진코믹스
금요일,주먹꾹,https://www.lezhin.com/ko/comic/cat_fist,https://ccdn.lezhin.com/v2/comics/4974892860702720/images/wide.webp?updated=1626417764417&width=277,캐너피,"집사의, 집사에 의한, 집사를 위한 냥냥이들의 행복 전도 만화!!! 볼을 꾹- 배를 꾹- 젤리를 꾹- 잡고 부비부비하고 싶어지는 고양이들을 보며 행복해지는 기분을 느껴보세요! ※ 너무 귀여워서 보다가 몸이 베베 꼬일 수 있습니다.",일상,15세 이용가,레진코믹스
금요일,조만국의 영화캠프,https://www.lezhin.com/ko/comic/movie,https://ccdn.lezhin.com/v2/comics/5437222505283584/images/wide.webp?updated=1626417147122&width=277,조만국,"생일에는 미역국, 해장에는 북엇국, 영화리뷰는 조만국!
누구든 영잘알로 만들어드립니다.
(주의 : 영화를 이상한 쪽으로 잘 알게 될 수 있음)",개그,15세 이용가,레진코믹스
